n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
10000,inforest,weakly_corr,medium,8,10000,6052,inforest,6543,5.031000
10000,inforest,weakly_corr,medium,9,10000,5891,inforest,6555,4.872000
10000,inforest,weakly_corr,medium,10,10000,5954,inforest,6623,4.769000
10000,inforest,weakly_corr,sparse,1,10000,2984,inforest,7810,3.911000
10000,inforest,weakly_corr,sparse,2,10000,3017,inforest,7795,4.216000
10000,inforest,weakly_corr,sparse,3,10000,3049,inforest,7684,4.064000
10000,inforest,weakly_corr,sparse,4,10000,3050,inforest,7769,3.934000
10000,inforest,weakly_corr,sparse,5,10000,3080,inforest,7701,4.301000
10000,inforest,weakly_corr,sparse,6,10000,3101,inforest,7725,4.446000
10000,inforest,weakly_corr,sparse,7,10000,2980,inforest,7853,4.397000
10000,inforest,weakly_corr,sparse,8,10000,3017,inforest,7730,4.131000
10000,inforest,weakly_corr,sparse,9,10000,2966,inforest,7835,5.724000
10000,inforest,weakly_corr,sparse,10,10000,2955,inforest,7835,3.909000
10000,inforest,weakly_corr,tree,1,10000,9999,inforest,4769,8.659000
10000,inforest,weakly_corr,tree,2,10000,9999,inforest,4869,6.086000
10000,inforest,weakly_corr,tree,3,10000,9999,inforest,4844,6.191000
10000,inforest,weakly_corr,tree,4,10000,9999,inforest,4815,6.327000
10000,inforest,weakly_corr,tree,5,10000,9999,inforest,4783,7.420000
10000,inforest,weakly_corr,tree,6,10000,9999,inforest,4855,7.390000
10000,inforest,weakly_corr,tree,7,10000,9999,inforest,4844,7.969000
10000,inforest,weakly_corr,tree,8,10000,9999,inforest,4742,7.916000
10000,inforest,weakly_corr,tree,9,10000,9999,inforest,4768,6.110000
10000,inforest,weakly_corr,tree,10,10000,9999,inforest,4837,6.248000
20000,inforest,neg_strongly_corr,dense,1,20000,17967,inforest,4434,15.810000
20000,inforest,neg_strongly_corr,dense,2,20000,17998,inforest,4387,13.585000
20000,inforest,neg_strongly_corr,dense,3,20000,17953,inforest,4362,13.613000
20000,inforest,neg_strongly_corr,dense,4,20000,18008,inforest,4440,13.227000
20000,inforest,neg_strongly_corr,dense,5,20000,17998,inforest,4364,13.429000
20000,inforest,neg_strongly_corr,dense,6,20000,18012,inforest,4399,14.012000
20000,inforest,neg_strongly_corr,dense,7,20000,17987,inforest,4490,13.219000
20000,inforest,neg_strongly_corr,dense,8,20000,17962,inforest,4362,15.026000
20000,inforest,neg_strongly_corr,dense,9,20000,18040,inforest,4417,13.354000
20000,inforest,neg_strongly_corr,dense,10,20000,17971,inforest,4393,13.800000
20000,inforest,neg_strongly_corr,medium,1,20000,11915,inforest,4188,12.403000
20000,inforest,neg_strongly_corr,medium,2,20000,12025,inforest,4199,11.131000
20000,inforest,neg_strongly_corr,medium,3,20000,11842,inforest,4219,10.944000
20000,inforest,neg_strongly_corr,medium,4,20000,12079,inforest,4226,11.032000
20000,inforest,neg_strongly_corr,medium,5,20000,11970,inforest,4183,11.024000
20000,inforest,neg_strongly_corr,medium,6,20000,12012,inforest,4194,11.705000
20000,inforest,neg_strongly_corr,medium,7,20000,12090,inforest,4152,11.287000
20000,inforest,neg_strongly_corr,medium,8,20000,12026,inforest,4225,11.357000
20000,inforest,neg_strongly_corr,medium,9,20000,11997,inforest,4190,10.814000
20000,inforest,neg_strongly_corr,medium,10,20000,12085,inforest,4192,10.973000
20000,inforest,neg_strongly_corr,sparse,1,20000,5960,inforest,3421,8.861000
20000,inforest,neg_strongly_corr,sparse,2,20000,6015,inforest,3478,8.873000
20000,inforest,neg_strongly_corr,sparse,3,20000,5975,inforest,3463,9.345000
20000,inforest,neg_strongly_corr,sparse,4,20000,6050,inforest,3429,8.796000
